cardname,cardq,cardid,cardrarity,cardcondition,card_edition,cardset,cardcode
The Dark Door,3,30606547,Common,M,Unlimited,Dark Beginning 2,DB2-EN026
The Deep Grave,3,17688543,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN133
The Despair Uranus,3,32588805,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN105
The Dragon Dwelling in the Cave,3,93346024,Common,M,Unlimited,5D's Starter Deck 2009,5DS2-EN005
The Dragon's Bead,3,92408984,Common,M,Unlimited,Structure Deck: Dragon's Roar,SD1-EN023
The Earl of Demise,3,66989694,Common,M,Unlimited,Speed Duel Decks: Twisted Nightmares,SS05-ENA03
The Earth - Hex-Sealed Fusion,3,88696724,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN264
The Emperor's Holiday,3,68400115,Common,M,Unlimited,Dark Beginning 2,DB2-EN020
The Eye of Timaeus,3,1784686,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA21
The Eye of Truth,3,34694160,Common,M,Unlimited,King of Games: Yugi's Legendary Decks,YGLD-ENA39
The Fabled Abanc,3,83039608,Common,M,Unlimited,Blazing Vortex,BLVO-EN019
The Fabled Cerburrel,3,82888408,Common,M,Unlimited,Structure Deck: Realm of Light,SDLI-EN021
The Fabled Chawa,3,29905795,Common,M,Unlimited,Duel Terminal 4,DT04-EN016
The Fabled Ganashia,3,18282103,Common,M,Unlimited,Duel Terminal 4,DT04-EN019
The Fabled Kokkator,3,26704411,Common,M,Unlimited,Duel Terminal 4,DT04-EN072
The Fabled Nozoochee,3,55277252,Common,M,Unlimited,Duel Terminal 4,DT04-EN020
The Fabled Peggulsus,3,90616316,Common,M,Unlimited,Duel Terminal 4,DT04-EN071
The Fang of Critias,3,11082056,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA22
The Fiend Megacyber,3,66362965,Common,M,Unlimited,Demo Pack,DEM1-EN007
The First Monarch,3,8522996,Common,M,Unlimited,Structure Deck: Emperor of Darkness,SR01-EN035
The Flute of Summoning Dragon,3,43973174,Common,M,Unlimited,Speed Duel Decks: Duelists of Tomorrow,SS02-ENA10
The Flute of Summoning Kuriboh,3,20065322,Common,M,Unlimited,Duel Terminal 4,DT04-EN046
The Forceful Checkpoint,3,94861297,Common,M,Unlimited,Speed Duel Decks: Twisted Nightmares,SS05-ENA30
The Forces of Darkness,3,29826127,Common,M,Unlimited,Structure Deck: Gates of the Underworld,SDGU-EN032
The Forgiving Maiden,3,84080939,Common,M,Unlimited,Dark Beginning 1,DB1-EN239
The Fountain in the Sky,3,92223641,Common,M,Unlimited,Structure Deck: Lost Sanctuary,SDLS-EN032
The Gates of Dark World,3,33017655,Common,M,Unlimited,Structure Deck: Gates of the Underworld,SDGU-EN023
The Gift of Greed,3,5915629,Common,M,Unlimited,Tactical Evolution,TAEV-EN079
The Golden Apples,3,42671151,Common,M,Unlimited,Legendary Duelists,LEDU-EN050
The Grand Jupiter,3,16255173,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN104
The Graveyard in the Fourth Dimension,3,88089103,Common,M,Unlimited,Structure Deck: Dragon's Roar,SD1-EN020
The Great Emperor Penguin,3,6836211,Common,M,Unlimited,Generation Force,GENF-EN037
The Gross Ghost of Fled Dreams,3,68049471,Common,M,Unlimited,Speed Duel Decks: Twisted Nightmares,SS05-ENA06
The Huge Revolution is Over,3,99188141,Common,M,Unlimited,Order of Chaos,ORCS-EN078
The Humble Sentry,3,95642274,Common,M,Unlimited,Abyss Rising,ABYR-EN065
The Immortal Bushi,3,52035300,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN036
The Immortal of Thunder,3,84926738,Common,M,Unlimited,Dark Beginning 2,DB2-EN059
The Inexperienced Spy,3,81820689,Common,M,Unlimited,Starter Deck: Kaiba Evolution,SKE-030
The Judgement Hand,3,28003512,Common,M,Unlimited,Tournament Pack 1,TP1-026
The Kaiju Files,3,11163040,Common,M,Unlimited,Shining Victories,SHVI-EN089
The Kick Man,3,90407382,Common,M,Unlimited,Ancient Sanctuary,AST-012
The Lady in Wight,3,40991587,Common,M,Unlimited,Light of Destruction,LODT-EN038
The Law of the Normal,3,66926224,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN207
The League of Uniform Nomenclature,3,55008284,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN115
The Legendary Fisherman,3,3643300,Common,M,Unlimited,Speed Duel: Attack from the Deep,SBAD-EN023
The Legendary Fisherman II,3,19801646,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN026
The Legendary Fisherman III,3,44968687,Common,M,Unlimited,Star Pack - Battle Royal,SP17-EN028
The Light - Hex-Sealed Fusion,3,15717011,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN262
The Mask of Remnants,3,22610082,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN119
The Masked Beast,3,49064413,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN116
The Melody of Awakening Dragon,3,48800175,Common,M,Unlimited,OTS Tournament Pack 2,OP02-EN024
The Monarchs Awaken,3,26822796,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN236
The Monarchs Erupt,3,48716527,Common,M,Unlimited,Structure Deck: Emperor of Darkness,SR01-EN038
The Monarchs Stormforth,3,79844764,Common,M,Unlimited,Duelist Alliance,DUEA-EN066
The Nordic Lights,3,50433147,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENB13
The Paths of Destiny,3,50470982,Common,M,Unlimited,Power of the Duelist,POTD-EN052
The Phantom Knights of Ancient Cloak,3,90432163,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENC01
The Phantom Knights of Cloven Helm,3,99315585,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENC04
The Phantom Knights of Cursed Javelin,3,12219047,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENC32
The Phantom Knights of Dark Gauntlets,3,24212820,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENC26
The Phantom Knights of Fragile Armor,3,36704180,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENC05
The Phantom Knights of Lost Vambrace,3,36247316,Common,M,Unlimited,Maximum Crisis,MACR-EN066
The Phantom Knights of Ragged Gloves,3,63821877,Common,M,Unlimited,Wing Raiders,WIRA-EN003
The Phantom Knights of Shade Brigandine,3,98827725,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENC25
The Phantom Knights of Shadow Veil,3,77462146,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENC24
The Phantom Knights of Silent Boots,3,36426778,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENC02
The Phantom Knights of Stained Greaves,3,88544390,Common,M,Unlimited,Phantom Rage,PHRA-EN002
The Phantom Knights of Tomb Shield,3,51606429,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENC27
The Phantom Knights of Wrong Magnetring,3,62645025,Common,M,Unlimited,Maximum Crisis,MACR-EN067
The Phantom Knights' Rank-Up-Magic Launch,3,3298689,Common,M,Unlimited,OTS Tournament Pack 14,OP14-EN021
The Portrait's Secret,3,32541773,Common,M,Unlimited,Dark Beginning 1,DB1-EN246
The Prime Monarch,3,54241725,Common,M,Unlimited,Structure Deck: Emperor of Darkness,SR01-EN034
The Puppet Magic of Dark Ruler,3,40703393,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN192
The Reliable Guardian,3,16430187,Common,M,Unlimited,Starter Deck: Joey,SDJ-033
The Resolute Meklord Army,3,59371387,Common,M,Unlimited,Legendary Duelists: Rage of Ra,LED7-EN050
The Return to the Normal,3,56001930,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN136
The Revenge of the Normal,3,17509503,Common,M,Unlimited,Soul Fusion,SOFU-EN079
The Rock Spirit,3,76305638,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN029
The Sanctuary in the Sky,3,56433456,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN154
The Second Sarcophagus,3,4081094,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN213
The Secret of the Bandit,3,99351431,Common,M,Unlimited,Dark Beginning 2,DB2-EN194
The Shadow Who Controls the Dark,3,63125616,Common,M,Unlimited,Speed Duel Decks: Twisted Nightmares,SS05-ENA09
The Shallow Grave,3,43434803,Common,M,Unlimited,Speed Duel: Arena of Lost Souls,SBLS-EN039
The Six Samurai - Irou,3,27782503,Common,M,Unlimited,Gold Series 2009,GLD2-EN022
The Six Samurai - Kamon,3,90397998,Common,M,Unlimited,Gold Series 2009,GLD2-EN018
The Six Samurai - Nisashi,3,31904181,Common,M,Unlimited,Gold Series 2009,GLD2-EN020
The Six Samurai - Yaichi,3,64398890,Common,M,Unlimited,Gold Series 2009,GLD2-EN017
The Six Samurai - Yariza,3,69025477,Common,M,Unlimited,Gold Series 2009,GLD2-EN019
The Six Samurai - Zanji,3,95519486,Common,M,Unlimited,Gold Series 2009,GLD2-EN021
The Snake Hair,3,29491031,Common,M,Unlimited,Speed Duel: Arena of Lost Souls,SBLS-EN026
The Spell Absorbing Life,3,99517131,Common,M,Unlimited,Magician's Force,MFC-104
The Statue of Easter Island,3,10262698,Common,M,Unlimited,Dark Beginning 2,DB2-EN088
The Stern Mystic,3,87557188,Common,M,Unlimited,Starter Deck: Yugi,SDY-033
The Suppression Pluto,3,24413299,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN106
The Thing in the Crater,3,78243409,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN064
The Third Sarcophagus,3,78697395,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN212
The Transmigration Prophecy,3,46652477,Common,M,Unlimited,Structure Deck: Soulburner,SDSB-EN035
The Tricky,3,14778250,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN043
The Tripper Mercury,3,3912064,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN102
The Trojan Horse,3,38479725,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN029
The True Name,3,39913299,Common,M,Unlimited,Egyptian God Deck: Slifer the Sky Dragon,EGS1-EN030
The Unhappy Girl,3,27618634,Common,M,Unlimited,Ancient Sanctuary,AST-010
The Unhappy Maiden,3,51275027,Common,M,Unlimited,Dark Beginning 2,DB2-EN079
The Warrior Returning Alive,3,95281259,Common,M,Unlimited,5D's Starter Deck 2009,5DS2-EN025
The White Stone of Ancients,3,71039903,Common,M,Unlimited,Legendary Decks II,LDK2-ENK05
The White Stone of Legend,3,79814787,Common,M,Unlimited,Structure Deck: Saga of Blue-Eyes White Dragon,SDBE-EN013
The Wicked Worm Beast,3,6285791,Common,M,Unlimited,Starter Deck: Kaiba,SDK-004
The World Legacy,3,92562411,Common,M,Unlimited,Chaos Impact,CHIM-EN061
Theban Nightmare,3,51838385,Common,M,Unlimited,Starter Deck: Dark Legion,YS15-ENL11
Thestalos the Firestorm Monarch,3,26205777,Common,M,Unlimited,Gold Series 2009,GLD2-EN008
"Thor, Lord of the Aesir",3,30604579,Common,M,Unlimited,Star Pack 2014,SP14-EN048
Thorn of Malice,3,65079854,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN117
Thousand Dragon,3,41462083,Common,M,Unlimited,Dark Beginning 2,DB2-EN045
Thousand Energy,3,5703682,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN210
Thousand Knives,3,63391643,Common,M,Unlimited,Legendary Decks II,LDK2-ENY27
Thousand Needles,3,33977496,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN190
Thousand-Eyes Idol,3,27125110,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENB01
Thousand-Eyes Restrict,3,63519819,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENB30
Threatening Roar,3,36361633,Common,M,Unlimited,Structure Deck: Soulburner,SDSB-EN036
Three of a Kind,3,47594192,Common,M,Unlimited,Return of the Duelist,REDU-EN077
Three Strikes Barrier,3,95081386,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN079
Three Thousand Needles,3,7852878,Common,M,Unlimited,Return of the Duelist,REDU-EN039
Three Trolling Trolls,3,43464884,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN015
Three-Legged Zombies,3,33734439,Common,M,Unlimited,McDonald's Promo,MP1-010
Threshold Borg,3,31944175,Common,M,Unlimited,Burst of Destiny,BODE-EN095
Thunder Crash,3,69196160,Common,M,Unlimited,Astral Pack 6,AP06-EN024
Thunder Dragon,3,31786629,Common,M,Unlimited,Dark Beginning 2,DB2-EN058
Thunder Dragon Discharge,3,18444733,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN208
Thunder Dragonlord,3,5206415,Common,M,Unlimited,Eternity Code,ETCO-EN025
Thunder Dragonmatrix,3,20318029,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN166
Thunder Dragons' Hundred Thunders,3,82045034,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN207
Thunder End Dragon,3,698785,Common,M,Unlimited,Star Pack 2014,SP14-EN021
Thunder Hand,3,16223761,Common,M,Unlimited,Rise of the Duelist,ROTD-EN031
Thunder Kid,3,15510988,Common,M,Unlimited,Champion Pack 1,CP01-EN012
Thunder King Rai-Oh,3,71564252,Common,M,Unlimited,Ra Yellow Mega Pack,RYMP-EN074
Thunder Nyan Nyan,3,70797118,Common,M,Unlimited,Tournament Pack 6,TP6-EN014
Thunder of Ruler,3,91781589,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN097
Thunder Short,3,20264508,Common,M,Unlimited,Generation Force,GENF-EN047
Ties of the Brethren,3,40450317,Common,M,Unlimited,Structure Deck: Mechanized Madness,SR10-EN030
Tiger Axe,3,49791927,Common,M,Unlimited,Dark Beginning 2,DB2-EN091
Tiger Dragon,3,10097168,Common,M,Unlimited,Starter Deck: Kaiba Reloaded,YSKR-EN024
Tiki Curse,3,3129635,Common,M,Unlimited,Storm of Ragnarok,STOR-EN079
Tiki Soul,3,49514333,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN210
Tilted Try,3,20216608,Common,M,Unlimited,Blazing Vortex,BLVO-EN066
Time Escaper,3,73625877,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN088
Time Machine,3,80987696,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN200
Time Magic Hammer,3,10960419,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA40
Time Passage,3,94068856,Common,M,Unlimited,Stardust Overdrive,SOVR-EN052
Time Seal,0,35316708,Common,M,Unlimited,Dark Beginning 1,DB1-EN071
Time Thief Bezel Ship,3,82496097,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN038
Time Thief Chronocorder,3,74578720,Common,M,Unlimited,Ignition Assault,IGAS-EN018
Time Thief Flyback,3,18678554,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN042
Time Thief Hack,3,81670445,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN041
Time Thief Redoer,3,55285840,Common,M,Unlimited,Savage Strike,SAST-EN085
Time Thief Regulator,3,19891131,Common,M,Unlimited,Savage Strike,SAST-EN084
Time Thief Retrograde,3,76587747,Common,M,Unlimited,Ignition Assault,IGAS-EN075
Time Thief Startup,3,10877309,Common,M,Unlimited,Ignition Assault,IGAS-EN061
Time Thief Winder,3,56308388,Common,M,Unlimited,Savage Strike,SAST-EN082
Time Wizard,3,71625222,Common,M,Unlimited,Speed Duel Decks: Duelists of Tomorrow,SS02-ENB07
Timeater,3,44913552,Common,M,Unlimited,Duel Terminal 6,DT06-EN013
Timegazer Magician,3,20409757,Common,M,Unlimited,Star Pack ARC-V,SP15-EN011
Timidity,3,40350910,Common,M,Unlimited,Dark Beginning 2,DB2-EN236
Tin Goldfish,3,18063928,Common,M,Unlimited,Star Pack 2014,SP14-EN017
Tindangle Acute Cerberus,3,75119040,Common,M,Unlimited,Extreme Force,EXFO-EN045
Tindangle Angel,3,68860936,Common,M,Unlimited,Extreme Force,EXFO-EN009
Tindangle Base Gardna,3,94365540,Common,M,Unlimited,Extreme Force,EXFO-EN010
Tindangle Delaunay,3,99157310,Common,M,Unlimited,Extreme Force,EXFO-EN069
Tindangle Hound,3,31759689,Common,M,Unlimited,Extreme Force,EXFO-EN011
Tindangle Intruder,3,94142993,Common,M,Unlimited,Extreme Force,EXFO-EN013
Tindangle Protector,3,67744384,Common,M,Unlimited,Extreme Force,EXFO-EN012
Tindangle Trinity,3,11375683,Common,M,Unlimited,Flames of Destruction,FLOD-EN013
Token Collector,3,43534808,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN177
Token Feastevil,3,83675475,Common,M,Unlimited,OTS Tournament Pack 7,OP07-EN023
Token Stampede,3,14342283,Common,M,Unlimited,Storm of Ragnarok,STOR-EN076
Token Sundae,3,52971673,Common,M,Unlimited,Legendary Duelists: Rage of Ra,LED7-EN054
Token Thanksgiving,3,57182235,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN203
Toll,3,82003859,Common,M,Unlimited,Dark Beginning 1,DB1-EN019
Toll Hike,3,44716890,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN212
Tomozaurus,3,46457856,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN144
Toon Alligator,3,59383041,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENB03
Toon Ancient Gear Golem,3,7171149,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN063
Toon Barrel Dragon,3,28112535,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENB06
Toon Buster Blader,3,61190918,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENB07
Toon Cannon Soldier,3,79875176,Common,M,Unlimited,Dark Beginning 2,DB2-EN118
Toon Cyber Dragon,3,83629030,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN062
Toon Dark Magician,3,21296502,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENB08
Toon Dark Magician Girl,3,90960358,Common,M,Unlimited,Duelist Pack: Battle City,DPBC-EN044
Toon Defense,3,43509019,Common,M,Unlimited,Speed Duel Decks: Destiny Masters,SS01-ENC15
Toon Gemini Elf,3,42386471,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN033
Toon Goblin Attack Force,3,15270885,Common,M,Unlimited,Dark Beginning 2,DB2-EN117
Toon Mask,3,79447365,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENB24
Toon Masked Sorcerer,3,16392422,Common,M,Unlimited,Dark Beginning 2,DB2-EN120
Toon Mermaid,3,65458948,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENB10
Toon Rollback,3,70560957,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENB21
Toon Summoned Skull,3,91842653,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENB09
Toon Table of Contents,3,89997728,Common,M,Unlimited,Dark Beginning 2,DB2-EN121
Toon World,3,15259703,Common,M,Unlimited,Duelist Pack: Battle City,DPBC-EN046
Top Runner,3,53623827,Common,M,Unlimited,Storm of Ragnarok,STOR-EN005
Torment Token,3,59160189,Common,M,Unlimited,Structure Deck: Lair of Darkness,SR06-ENTKN
Tornado,3,61068510,Common,M,Unlimited,Force of the Breaker,FOTB-EN038
Tornado Bird,3,71283180,Common,M,Unlimited,Tournament Pack 5,TP5-EN012
Tornado Dragon,3,6983839,Common,M,Unlimited,Legendary Duelists: Synchro Storm,LED8-EN055
Tornado Wall,3,18605135,Common,M,Unlimited,Structure Deck: Fury from the Deep,SD4-EN029
Torpedo Fish,3,90337190,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN083
Torpedo Takedown,3,45943123,Common,M,Unlimited,Eternity Code,ETCO-EN063
Torque Tune Gear,3,79538761,Common,M,Unlimited,Structure Deck: Mechanized Madness,SR10-EN018
Torrential Tribute,3,53582587,Common,M,Unlimited,Structure Deck: Zombie Madness,SD2-EN025
Totem Five,3,56346071,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN088
Tour Bus From the Underworld,3,52823314,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN105
Tour Guide From the Underworld,3,10802915,Common,M,Unlimited,Structure Deck: Lair of Darkness,SR06-EN019
Tour of Doom,3,62784717,Common,M,Unlimited,Light of Destruction,LODT-EN068
Tower of Babel,3,94256039,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN050
Toy Knight,3,1826676,Common,M,Unlimited,Secrets of Eternity,SECE-EN093
Toy Vendor,3,70245411,Common,M,Unlimited,The New Challengers,NECH-EN060
Trade-In,3,38120068,Common,M,Unlimited,Structure Deck: Saga of Blue-Eyes White Dragon,SDBE-EN024
Trading Places,3,63875853,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN212
Traffic Ghost,3,41248270,Common,M,Unlimited,Structure Deck: Powercode Link,SDPL-EN041
Tragedy,3,35686188,Common,M,Unlimited,King of Games: Yugi's Legendary Decks,YGLD-ENB40
Tragoedia,3,98777036,Common,M,Unlimited,Structure Deck: Sacred Beasts,SDSA-EN011
Train Connection,3,60879050,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN041
"Training Fur Hire, Fur All Your Training Needs",3,37890974,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN256
Trakodon,3,42348802,Common,M,Unlimited,McDonald's Promo Series 2,MDP2-EN017
Trance Archfiend,3,94283662,Common,M,Unlimited,Order of Chaos,ORCS-EN035
Trance the Magic Swordsman,3,14214060,Common,M,Unlimited,Super Starter: V for Victory,YS13-EN002
Trancefamiliar,3,7969770,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN014
Transcendent Wings,3,25573054,Common,M,Unlimited,Duelist Pack 1: Jaden Yuki,DP1-EN018
Transcicada,3,1799464,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN012
Transforming Sphere,3,66094973,Common,M,Unlimited,Turbo Pack: Booster Six,TU06-EN020
Transmigration Break,3,66100045,Common,M,Unlimited,Phantom Darkness,PTDN-EN079
Transmission Gear,3,58297729,Short Print,M,Unlimited,Code of the Duelist,COTD-EN080
Transmodify,3,5288597,Common,M,Unlimited,Structure Deck: Soulburner,SDSB-EN029
Transonic Bird,3,34072799,Common,M,Unlimited,Burst of Destiny,BODE-EN037
Trap Dustshoot,0,64697231,Common,M,Unlimited,Duel Terminal 4,DT04-EN098
Trap Eater,3,13821299,Common,M,Unlimited,Crimson Crisis,CRMS-EN005
Trap Hole,3,4206964,Common,M,Unlimited,Starter Deck: Yugi,SDY-027
Trap Jammer,3,19252988,Common,M,Unlimited,Speed Duel Decks: Duelists of Tomorrow,SS02-ENA17
Trap Master,3,46461247,Common,M,Unlimited,Starter Deck: Kaiba Evolution,SKE-018
Trap of Board Eraser,3,3055837,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN047
Trap of Darkness,3,79766336,Common,M,Unlimited,Structure Deck: Lair of Darkness,SR06-EN036
Trap of the Imperial Tomb,3,80955168,Common,M,Unlimited,Structure Deck: Zombie Horde,SR07-EN036
Trap Reactor Y FI,3,52286175,Common,M,Unlimited,Crimson Crisis,CRMS-EN013
Trap Stun,3,59616123,Common,M,Unlimited,Raging Battle,RGBT-EN071
Trap Trick,3,80101899,Common,M,Unlimited,Structure Deck: Mechanized Madness,SR10-EN037
Traptrix Nepenthes,3,28201945,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN087
Traptrix Trap Hole Nightmare,3,29616929,Common,M,Unlimited,Structure Deck: Powercode Link,SDPL-EN033
Treacherous Trap Hole,3,99590524,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN277
Treasure Panda,3,45221020,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN056
Treaty on Uniform Nomenclature,3,13685271,Common,M,Unlimited,Generation Force,GENF-EN073
Tree Otter,3,71759912,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN062
Treeborn Frog,3,12538374,Common,M,Unlimited,Gold Series 2009,GLD2-EN010
Tremendous Fire,3,46918794,Common,M,Unlimited,Dark Beginning 2,DB2-EN053
Tri-and-Guess,3,73988674,Common,M,Unlimited,Primal Origin,PRIO-EN080
Tri-Brigade Nervall,3,14816857,Common,M,Unlimited,Phantom Rage,PHRA-EN006
Tri-Brigade Oath,3,86379342,Common,M,Unlimited,Phantom Rage,PHRA-EN071
Tri-Brigade Rendezvous,3,96378317,Common,M,Unlimited,Blazing Vortex,BLVO-EN056
Tri-Brigade Revolt,3,40975243,Common,M,Unlimited,Phantom Rage,PHRA-EN070
Tri-Brigade Rugal the Silver Sheller,3,52331012,Common,M,Unlimited,Phantom Rage,PHRA-EN047
Tri-Brigade Stand-Off,3,25908748,Common,M,Unlimited,Phantom Rage,PHRA-EN052
Tri-Wight,3,96383838,Common,M,Unlimited,Photon Shockwave,PHSW-EN059
Trial of the Princesses,3,72709014,Common,M,Unlimited,Shadow of Infinity,SOI-EN044
Triamid Dancer,3,69529337,Common,M,Unlimited,The Dark Illusion,TDIL-EN027
Triamid Fortress,3,9989792,Common,M,Unlimited,The Dark Illusion,TDIL-EN062
Triamid Loading,3,64576557,Common,M,Unlimited,Dawn of Majesty,DAMA-EN063
Triangle Ecstasy Spark,3,12181376,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN082
Triangle Power,3,32298781,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN211
Trias Hierarchia,3,26866984,Common,M,Unlimited,Eternity Code,ETCO-EN032
Tribe-Infecting Virus,3,33184167,Common,M,Unlimited,Structure Deck: Fury from the Deep,SD4-EN007
Tribute Doll,3,2903036,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN094
Tribute to the Doomed,3,79759861,Common,M,Unlimited,Starter Deck: Kaiba Reloaded,YSKR-EN030
Trick Box,3,93983867,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN091
Trickstar Bloom,3,77307161,Common,M,Unlimited,Flames of Destruction,FLOD-EN039
Trickstar Bouquet,3,99890852,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN035
Trickstar Candina,3,61283655,Common,M,Unlimited,Star Pack VRAINS,SP18-EN020
Trickstar Delfiendium,3,3792766,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN023
Trickstar Fusion,3,88693151,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN026
Trickstar Light Arena,3,63492244,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN034
Trickstar Light Stage,1,35371948,Common,M,Unlimited,Star Pack VRAINS,SP18-EN040
Trickstar Lilybell,3,98700941,Starfoil Rare,M,Unlimited,Star Pack VRAINS,SP18-EN021
Trickstar Lycoris,3,35199656,Common,M,Unlimited,Star Pack VRAINS,SP18-EN022
Trickstar Mandrake,3,22219822,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN005
Trickstar Narkissus,3,91505214,Starfoil Rare,M,Unlimited,Star Pack VRAINS,SP18-EN023
Trickstar Nightshade,3,86825114,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN004
Tricky Spell 4,3,75622824,Common,M,Unlimited,Legendary Decks II,LDK2-ENY26
Tricular,3,20797524,Common,M,Unlimited,Absolute Powerforce,ABPF-EN003
