cardname,cardq,cardid,cardrarity,cardcondition,card_edition,cardset,cardcode
Swords of Revealing Light,3,72302403,Common,M,Unlimited,Starter Deck: Dawn of the Xyz,YS11-EN026
Swords of Revealing Light,3,72302403,Common,M,Unlimited,King of Games: Yugi's Legendary Decks,YGLD-ENC25
Swords of Revealing Light,3,72302403,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA25
Swords of Revealing Light,3,72302403,Common,M,Unlimited,Structure Deck: Yugi Muto,SDMY-EN029
Swords of Revealing Light,3,72302403,Common,M,Unlimited,Starter Deck: Xyz Symphony,YS12-EN023
Swords of Revealing Light,3,72302403,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN133
Swords of Revealing Light,3,72302403,Common,M,Unlimited,Structure Deck: Machina Mayhem,SDMM-EN023
Swords of Revealing Light,3,72302403,Common,M,Unlimited,Structure Deck: Spellcaster's Command,SDSC-EN026
Swords of Revealing Light,3,72302403,Common,M,Unlimited,Structure Deck: Invincible Fortress,SD7-EN019
Swords of Revealing Light,3,72302403,Common,M,Unlimited,Starter Deck: Yugi Reloaded,YSYR-EN026
Swords of Revealing Light,3,72302403,Common,M,Unlimited,Structure Deck: Spellcaster's Judgment,SD6-EN021
Swords of Revealing Light,3,72302403,Common,M,Unlimited,Egyptian God Deck: Slifer the Sky Dragon,EGS1-EN021
Swords of Revealing Light,3,72302403,Common,M,Unlimited,Starter Deck: Yugi Evolution,SYE-039
Swords of Revealing Light,3,72302403,Common,M,Unlimited,King of Games: Yugi's Legendary Decks,YGLD-ENA24
Swordsman from a Distant Land,3,85255550,Common,M,Unlimited,Legacy of the Valiant,LVAL-EN091
Swordsman of Landstar,3,3573512,Common,M,Unlimited,Starter Deck: Joey,SDJ-002
Swordsman of Landstar,3,3573512,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN010
Swordsman of Landstar,3,3573512,Common,M,Unlimited,Dark Beginning 1,DB1-EN206
Swordsoul Assessment,3,78836195,Common,M,Unlimited,Burst of Destiny,BODE-EN072
Swordsoul Blackout,3,14821890,Common,M,Unlimited,Burst of Destiny,BODE-EN073
Swordstalker,3,50005633,Common,M,Unlimited,Starter Deck: Kaiba,SDK-025
Swordstalker,3,50005633,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN089
Swordstalker,3,50005633,Common,M,Unlimited,Duelist Pack: Kaiba,DPKB-EN004
Sylvan Blessing,3,91650245,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN232
Sylvan Blessing,3,91650245,Common,M,Unlimited,Legacy of the Valiant,LVAL-EN073
Sylvan Cherubsprout,3,10753491,Common,M,Unlimited,Primal Origin,PRIO-EN018
Sylvan Cherubsprout,3,10753491,Common,M,Unlimited,2015 Mega-Tin Mega Pack,MP15-EN013
Sylvan Guardioak,3,99429730,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN200
Sylvan Guardioak,3,99429730,Common,M,Unlimited,Legacy of the Valiant,LVAL-EN019
Sylvan Lotuswain,3,73136204,Common,M,Unlimited,Primal Origin,PRIO-EN020
Sylvan Lotuswain,3,73136204,Common,M,Unlimited,2015 Mega-Tin Mega Pack,MP15-EN015
Sylvan Waterslide,3,49838105,Common,M,Unlimited,Primal Origin,PRIO-EN073
Sylvan Waterslide,3,49838105,Common,M,Unlimited,2015 Mega-Tin Mega Pack,MP15-EN042
Symbol of Heritage,3,45305419,Common,M,Unlimited,Shadow of Infinity,SOI-EN043
Symbol of Heritage,3,45305419,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN163
Symbols of Duty,3,78794994,Common,M,Unlimited,Legendary Decks II,LDK2-ENJ33
Symbols of Duty,3,78794994,Common,M,Unlimited,Structure Deck: Warriors' Strike,SDWS-EN029
Symbols of Duty,3,78794994,Common,M,Unlimited,5D's 2008 Starter Deck,5DS1-EN030
Symph Amplifire,3,75304793,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN234
Symph Amplifire,3,75304793,Common,M,Unlimited,Raging Tempest,RATE-EN092
Symphonic Warrior Guitaar,3,12525049,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN232
Symphonic Warrior Guitaar,3,12525049,Common,M,Unlimited,Raging Tempest,RATE-EN090
Symphonic Warrior Miccs,3,5399521,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN238
Symphonic Warrior Miccs,3,5399521,Common,M,Unlimited,Raging Tempest,RATE-EN096
Symphonic Warrior Synthess,3,49919798,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN233
Symphonic Warrior Synthess,3,49919798,Common,M,Unlimited,Raging Tempest,RATE-EN091
Synchro Barrier,3,21879581,Common,M,Unlimited,Duelist Pack 10: Yusei 3,DP10-EN026
Synchro Barrier,3,21879581,Common,M,Unlimited,Stardust Overdrive,SOVR-EN064
Synchro Blast Wave,3,35537860,Common,M,Unlimited,5D's 2008 Starter Deck,5DS1-EN021
Synchro Blast Wave,3,35537860,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN250
Synchro Boost,3,98143165,Common,M,Unlimited,5D's Starter Deck 2009,5DS2-EN032
Synchro Boost,3,98143165,Common,M,Unlimited,Starter Deck: Duelist Toolbox,5DS3-EN028
Synchro Boost,3,98143165,Common,M,Unlimited,5D's 2008 Starter Deck,5DS1-EN020
Synchro Cracker,3,41097056,Common,M,Unlimited,High-Speed Riders,HSRD-EN013
Synchro Deflector,3,24545464,Common,M,Unlimited,The Duelist Genesis,TDGS-EN068
Synchro Magnet,3,50702124,Common,M,Unlimited,The Shining Darkness,TSHD-EN011
Synchro Material,3,14507213,Common,M,Unlimited,OTS Tournament Pack 11,OP11-EN023
Synchro Soldier,3,79796561,Common,M,Unlimited,Starstrike Blast,STBL-EN012
Synchro Strike,3,30123142,Common,M,Unlimited,Duelist Pack 8: Yusei Fudo,DP08-EN028
Synchro Strike,3,30123142,Common,M,Unlimited,Crossroads of Chaos,CSOC-EN066
Synchro Transmission,3,35817848,Common,M,Unlimited,Blazing Vortex,BLVO-EN090
Synchron Carrier,3,62125438,Common,M,Unlimited,Structure Deck: Synchron Extreme,SDSE-EN003
Synchron Explorer,3,36643046,Common,M,Unlimited,Legendary Duelists: Synchro Storm,LED8-EN048
Synchron Explorer,3,36643046,Common,M,Unlimited,Structure Deck: Synchron Extreme,SDSE-EN010
Synchronized Realm,3,61032879,Common,M,Unlimited,5D's 2008 Starter Deck,5DS1-EN022
Synkron Resonator,3,77360173,Common,M,Unlimited,Duelist Pack: Dimensional Guardians,DPDG-EN021
Synkron Resonator,3,77360173,Common,M,Unlimited,High-Speed Riders,HSRD-EN017
Synthesis Spell,3,72446038,Common,M,Unlimited,Strike of Neos,STON-EN043
Synthetic Seraphim,3,16946849,Common,M,Unlimited,Power of the Duelist,POTD-EN059
Synthetic Seraphim,3,16946849,Common,M,Unlimited,Structure Deck: Wave of Light,SR05-EN034
Synthetic Seraphim Token,3,16946850,Common,M,Unlimited,Structure Deck: Wave of Light,SR05-ENTKN
System Down,3,18895832,Common,M,Unlimited,Ra Yellow Mega Pack,RYMP-EN079
System Down,3,18895832,Common,M,Unlimited,Legendary Collection 2,LCGX-EN213
SZW - Fenrir Sword,3,12927849,Common,M,Unlimited,The New Challengers,NECH-EN091
SZW - Fenrir Sword,3,12927849,Common,M,Unlimited,OTS Tournament Pack 17,OP17-EN021
T.A.D.P.O.L.E.,3,10456559,Common,M,Unlimited,Cybernetic Revolution,CRV-EN027
T.A.D.P.O.L.E.,3,10456559,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN027
T.G. Booster Raptor,3,48633301,Common,M,Unlimited,Savage Strike,SAST-EN010
T.G. Catapult Dragon,3,64898834,Common,M,Unlimited,Extreme Victory,EXVC-EN019
T.G. Catapult Dragon,3,64898834,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN208
T.G. Cyber Magician,3,64910482,Common,M,Unlimited,OTS Tournament Pack 9,OP09-EN014
T.G. Hyper Librarian,1,90953320,Common,M,Unlimited,OTS Tournament Pack 10,OP10-EN018
T.G. Jet Falcon,3,37300735,Common,M,Unlimited,Extreme Victory,EXVC-EN018
T.G. Jet Falcon,3,37300735,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN207
T.G. Power Gladiator,3,24943456,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN214
T.G. Recipro Dragonfly,3,62560742,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN212
T.G. Rush Rhino,3,36687247,Common,M,Unlimited,Duel Terminal 6,DT06-EN054
T.G. Rush Rhino,3,36687247,Common,M,Unlimited,OTS Tournament Pack 9,OP09-EN017
T.G. Striker,3,1315120,Common,M,Unlimited,OTS Tournament Pack 9,OP09-EN015
T.G. Tank Grub,3,74627016,Common,M,Unlimited,Savage Strike,SAST-EN011
T.G. Warwolf,3,293542,Common,M,Unlimited,Extreme Victory,EXVC-EN020
T.G. Warwolf,3,293542,Common,M,Unlimited,OTS Tournament Pack 9,OP09-EN016
T.G. Wonder Magician,3,98558751,Common,M,Unlimited,OTS Tournament Pack 17,OP17-EN017
TA.I. Strike,3,86449372,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN022
TA.I. Strike,3,86449372,Common,M,Unlimited,Ignition Assault,IGAS-EN051
Tachyon Spiral Galaxy,3,89789152,Common,M,Unlimited,Chaos Impact,CHIM-EN073
Tachyon Transmigration,3,8038143,Common,M,Unlimited,OTS Tournament Pack 9,OP09-EN025
Tackle Crusader,3,12467005,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN113
Tackle Crusader,3,12467005,Common,M,Unlimited,Legacy of the Valiant,LVAL-EN043
Tactical Espionage Expert,3,89698120,Common,M,Unlimited,Rise of Destiny,RDS-EN023
Tactical Espionage Expert,3,89698120,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN083
Tail Swipe,3,83682725,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN162
Tail Swipe,3,83682725,Common,M,Unlimited,Speed Duel: Trials of the Kingdom,SBTK-EN034
Tail Swipe,3,83682725,Common,M,Unlimited,Structure Deck: Dinosaur's Rage,SD09-EN018
Tailor of the Fickle,3,43641473,Common,M,Unlimited,Dark Beginning 1,DB1-EN026
Tailwind of Gusto,3,1187243,Common,M,Unlimited,Dawn of Majesty,DAMA-EN061
Tainted Wisdom,3,28725004,Common,M,Unlimited,Speed Duel: Trials of the Kingdom,SBTK-EN011
Takuhee,3,3170832,Common,M,Unlimited,OTS Tournament Pack 2,OP02-EN014
Takuhee,3,3170832,Common,M,Unlimited,Tournament Pack 2,TP2-022
Talisman of Spell Sealing,3,71983925,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN161
Talisman of Trap Sealing,3,19312169,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN156
Tamtam the Melodious Diva,3,79757784,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN055
Tamtam the Melodious Diva,3,79757784,Common,M,Unlimited,Clash of Rebellions,CORE-EN009
Tanngnjostr of the Nordic Beasts,3,14677495,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENB02
Tanngrisnir of the Nordic Beasts,3,15394083,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN094
Tanngrisnir of the Nordic Beasts,3,15394083,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENB01
Tanngrisnir of the Nordic Beasts,3,15394083,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN216
Taotie Dragon,3,82566662,Common,M,Unlimited,Eternity Code,ETCO-EN083
Tardy Orc,3,64892035,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN114
Tasuke Knight,3,86039057,Common,M,Unlimited,Star Pack 2014,SP14-EN010
Tasuke Knight,3,86039057,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN110
Tasuke Knight,3,86039057,Common,M,Unlimited,Super Starter: V for Victory,YS13-EN017
Tatakawa Knight,3,18444902,Common,M,Unlimited,Lord of the Tachyon Galaxy,LTGY-EN005
Taunt,3,90740329,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN049
Taunt,3,90740329,Common,M,Unlimited,Soul of the Duelist,SOD-EN049
Telekinetic Power Well,3,28741524,Common,M,Unlimited,Crimson Crisis,CRMS-EN055
Telekinetic Shocker,3,84847656,Common,M,Unlimited,The Duelist Genesis,TDGS-EN022
Telepathic Power,3,23323812,Common,M,Unlimited,The Duelist Genesis,TDGS-EN072
Telepathic Power,3,23323812,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN208
Teleport,3,6795211,Common,M,Unlimited,Crossroads of Chaos,CSOC-EN055
Temple of Skulls,3,732302,Common,M,Unlimited,OTS Tournament Pack 2,OP02-EN015
Temple of Skulls,3,732302,Common,M,Unlimited,Tournament Pack 8,TP8-EN016
Temple of the Kings,3,29762407,Common,M,Unlimited,Duelist Pack: Rivals of the Pharaoh,DPRP-EN037
Temple of the Mind's Eye,3,92481084,Common,M,Unlimited,Circuit Break,CIBR-EN064
Temple of the Mind's Eye,3,92481084,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN144
Temple of the Six,3,53819808,Common,M,Unlimited,Structure Deck: Samurai Warlords,SDWA-EN031
Temple of the Sun,3,91468551,Common,M,Unlimited,Absolute Powerforce,ABPF-EN050
Temtempo the Percussion Djinn,3,52558805,Common,M,Unlimited,Star Pack 2014,SP14-EN029
Tenacity of the Monarchs,3,33609262,Common,M,Unlimited,Structure Deck: Emperor of Darkness,SR01-EN029
Tenkabito Shien,3,41589166,Common,M,Unlimited,Shadow of Infinity,SOI-EN017
Tenshin,3,59563768,Common,M,Unlimited,Starter Deck: Dawn of the Xyz,YS11-EN010
Tenyi Spirit - Adhara,3,98159737,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN106
Tenyi Spirit - Ashuna,3,87052196,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN161
Tenyi Spirit - Ashuna,3,87052196,Rare,M,Unlimited,Chaos Impact,CHIM-EN019
Tenyi Spirit - Mapura,3,60942444,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN108
Tenyi Spirit - Nahata,3,97036149,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN109
Tenyi Spirit - Sahasrara,3,38030232,Common,M,Unlimited,OTS Tournament Pack 17,OP17-EN025
Tenyi Spirit - Shthana,3,24557335,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN107
Tenyi Spirit - Vishuda,3,23431858,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN110
Tenyi Spirit - Vishuda,3,23431858,Common,M,Unlimited,Egyptian God Deck: Slifer the Sky Dragon,EGS1-EN019
Terminal World,3,54631834,Common,M,Unlimited,Storm of Ragnarok,STOR-EN062
Terminal World NEXT,3,48605591,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN219
Terminal World NEXT,3,48605591,Common,M,Unlimited,Raging Tempest,RATE-EN067
Terra the Terrible,3,63308047,Common,M,Unlimited,Starter Deck: Kaiba,SDK-013
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Gates of the Underworld,SDGU-EN029
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Dinosmasher's Fury,SR04-EN029
Terraforming,1,73628505,Common,M,Unlimited,Pharaonic Guardian,PGD-088
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Realm of the Sea Emperor,SDRE-EN025
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Lost Sanctuary,SDLS-EN025
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Machine Reactor,SR03-EN032
Terraforming,1,73628505,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN036
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Order of the Spellcasters,SR08-EN032
Terraforming,1,73628505,Common,M,Unlimited,Turbo Pack Booster One Pack,TU01-EN013
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Rise of the Dragon Lords,SDRL-EN026
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Powercode Link,SDPL-EN030
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Rise of the True Dragons,SR02-EN034
Terraforming,1,73628505,Common,M,Unlimited,Starter Deck: Link Strike,YS17-EN031
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Spirit Charmers,SDCH-EN024
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Geargia Rampage,SDGR-EN028
Terraforming,1,73628505,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENA25
Terraforming,1,73628505,Common,M,Unlimited,Champion Pack 2,CP02-EN018
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Sacred Beasts,SDSA-EN024
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Master of Pendulum,SDMP-EN035
Terraforming,1,73628505,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENC21
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Spellcaster's Command,SDSC-EN028
Terraforming,1,73628505,Common,M,Unlimited,Structure Deck: Zombie World,SDZW-EN025
"Terratiger, the Empowered Warrior",3,56681873,Common,M,Unlimited,Super Starter: Space-Time Showdown,YS14-EN014
Terrene Toothed Tsuchinoko,3,77428945,Common,M,Unlimited,Shadow Specters,SHSP-EN043
Terrible Deal,3,69724380,Common,M,Unlimited,Force of the Breaker,FOTB-EN050
Terrifying Toddler of Torment,3,48468330,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN022
Terrifying Toddler of Torment,3,48468330,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN091
Terror of Trishula,3,6075533,Common,M,Unlimited,Structure Deck: Freezing Chains,SDFC-EN046
Terrorking Salmon,3,78060096,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN061
Terrors of the Underroot,3,11110218,Common,M,Unlimited,Lightning Overdrive,LIOV-EN085
Test Ape,3,3030892,Common,M,Unlimited,Gladiator's Assault,GLAS-EN025
Test Tiger,3,92373006,Common,M,Unlimited,Ra Yellow Mega Pack,RYMP-EN098
Testudo erat Numen,3,74952447,Common,M,Unlimited,The Shining Darkness,TSHD-EN032
"Tethys, Goddess of Light",3,87148330,Common,M,Unlimited,Structure Deck: Lost Sanctuary,SDLS-EN010
"Tethys, Goddess of Light",3,87148330,Common,M,Unlimited,Structure Deck: Wave of Light,SR05-EN014
Texchanger,3,74210057,Common,M,Unlimited,Starter Deck: Codebreaker,YS18-EN002
TG-SX1,3,40253382,Common,M,Unlimited,Extreme Victory,EXVC-EN069
TG-SX1,3,40253382,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN220
TG1-EM1,3,76641981,Common,M,Unlimited,Extreme Victory,EXVC-EN070
TGX1-HL,3,11264180,Common,M,Unlimited,Extreme Victory,EXVC-EN053
TGX300,3,58258899,Common,M,Unlimited,Extreme Victory,EXVC-EN054
TGX300,3,58258899,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN218
That Six,3,39454112,Common,M,Unlimited,Duelist Alliance,DUEA-EN080
That Wacky Magic!,3,50427388,Common,M,Unlimited,Galactic Overlord,GAOV-EN063
That Which Feeds on Life,3,52367652,Common,M,Unlimited,Speed Duel Decks: Twisted Nightmares,SS05-ENA04
The A. Forces,3,403847,Common,M,Unlimited,Dark Beginning 2,DB2-EN146
The A. Forces,3,403847,Common,M,Unlimited,Super Starter: V for Victory,YS13-EN028
The A. Forces,3,403847,Common,M,Unlimited,Structure Deck: Samurai Warlords,SDWA-EN024
The Accumulator,3,70410002,Common,M,Unlimited,Circuit Break,CIBR-EN031
The Accumulator,3,70410002,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN120
The Agent of Creation - Venus,3,64734921,Common,M,Unlimited,Structure Deck: Lost Sanctuary,SDLS-EN006
The Agent of Creation - Venus,3,64734921,Common,M,Unlimited,OTS Tournament Pack 5,OP05-EN017
The Agent of Creation - Venus,3,64734921,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN120
The Agent of Entropy - Uranus,3,97750534,Common,M,Unlimited,Duelist Alliance,DUEA-EN036
The Agent of Force - Mars,3,91123920,Common,M,Unlimited,Structure Deck: Lost Sanctuary,SDLS-EN007
The Agent of Force - Mars,3,91123920,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN121
The Agent of Judgment - Saturn,3,91345518,Common,M,Unlimited,Structure Deck: Lost Sanctuary,SDLS-EN004
The Agent of Wisdom - Mercury,3,38730226,Common,M,Unlimited,Structure Deck: Lost Sanctuary,SDLS-EN005
The Agent of Wisdom - Mercury,3,38730226,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN119
The Ascended of Thunder,3,70493141,Short Print,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN060
The Ascended of Thunder,3,70493141,Short Print,M,Unlimited,Code of the Duelist,COTD-EN036
The Atmosphere,3,14466224,Common,M,Unlimited,Judgment of the Light,JOTL-EN090
The Beginning of the End,3,73680966,Common,M,Unlimited,Speed Duel: Scars of Battle,SBSC-EN040
The Beginning of the End,3,73680966,Common,M,Unlimited,Structure Deck: Sacred Beasts,SDSA-EN028
The Big Cattle Drive,3,82386016,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN058
The Big Cattle Drive,3,82386016,Common,M,Unlimited,Cosmo Blazer,CBLZ-EN063
The Big March of Animals,3,1689516,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN055
The Big March of Animals,3,1689516,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN168
The Big March of Animals,3,1689516,Common,M,Unlimited,Flaming Eternity,FET-EN048
The Big Saturn,3,34004470,Common,M,Unlimited,Structure Deck: Machina Mayhem,SDMM-EN020
The Bistro Butcher,3,71107816,Common,M,Unlimited,Dark Beginning 2,DB2-EN063
The Black Stone of Legend,3,66574418,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN007
The Blazing Mars,3,15033525,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN103
The Calculator,3,51196174,Common,M,Unlimited,Starter Deck: Saber Force,YS15-ENF12
The Calculator,3,51196174,Common,M,Unlimited,Demo Pack,DEM1-EN012
The Calculator,3,51196174,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN149
The Calculator,3,51196174,Common,M,Unlimited,Phantom Darkness,PTDN-EN036
The Calibrator,3,54706054,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN088
The Calibrator,3,54706054,Common,M,Unlimited,Judgment of the Light,JOTL-EN035
The Cheerful Coffin,3,41142615,Common,M,Unlimited,Dark Beginning 1,DB1-EN167
The Claw of Hermos,3,46232525,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA23
The Creator,3,61505339,Common,M,Unlimited,Structure Deck: Rise of the Dragon Lords,SDRL-EN014
The Creator,3,61505339,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN257
The Creator Incarnate,3,97093037,Common,M,Unlimited,Rise of Destiny,RDS-EN006
The Creator Incarnate,3,97093037,Common,M,Unlimited,Structure Deck: Rise of the Dragon Lords,SDRL-EN015
The Creator Incarnate,3,97093037,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN066
The Creator Incarnate,3,97093037,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN258
The Dark - Hex-Sealed Fusion,3,52101615,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN263
The Dark - Hex-Sealed Fusion,3,52101615,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN148
The Dark - Hex-Sealed Fusion,3,52101615,Common,M,Unlimited,Flaming Eternity,FET-EN028
The Dark Creator,3,92719314,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN210
The Dark Door,3,30606547,Common,M,Unlimited,Dark Beginning 2,DB2-EN026
The Deep Grave,3,17688543,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN133
The Despair Uranus,3,32588805,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN105
The Dragon Dwelling in the Cave,3,93346024,Common,M,Unlimited,5D's Starter Deck 2009,5DS2-EN005
The Dragon Dwelling in the Cave,3,93346024,Common,M,Unlimited,Starter Deck: Dark Legion,YS15-ENL03
The Dragon Dwelling in the Cave,3,93346024,Common,M,Unlimited,Starter Deck: Kaiba Reloaded,YSKR-EN006
The Dragon Dwelling in the Cave,3,93346024,Common,M,Unlimited,Starter Deck: Kaiba Evolution,SKE-013
The Dragon's Bead,3,92408984,Common,M,Unlimited,Structure Deck: Dragon's Roar,SD1-EN023
The Dragon's Bead,3,92408984,Common,M,Unlimited,Dark Beginning 2,DB2-EN158
The Earl of Demise,3,66989694,Common,M,Unlimited,Speed Duel Decks: Twisted Nightmares,SS05-ENA03
The Earl of Demise,3,66989694,Common,M,Unlimited,Dark Beginning 1,DB1-EN250
The Earth - Hex-Sealed Fusion,3,88696724,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN264
The Earth - Hex-Sealed Fusion,3,88696724,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN149
The Earth - Hex-Sealed Fusion,3,88696724,Common,M,Unlimited,Flaming Eternity,FET-EN029
The Emperor's Holiday,3,68400115,Common,M,Unlimited,Dark Beginning 2,DB2-EN020
The Emperor's Holiday,3,68400115,Common,M,Unlimited,Turbo Pack: Booster Eight,TU08-EN017
The Eye of Timaeus,3,1784686,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA21
The Eye of Truth,3,34694160,Common,M,Unlimited,King of Games: Yugi's Legendary Decks,YGLD-ENA39
The Eye of Truth,3,34694160,Common,M,Unlimited,Dark Beginning 1,DB1-EN074
The Eye of Truth,3,34694160,Common,M,Unlimited,Starter Deck: Yugi Evolution,SYE-046
The Eye of Truth,3,34694160,Common,M,Unlimited,Speed Duel Decks: Destiny Masters,SS01-ENB17
The Fabled Abanc,3,83039608,Common,M,Unlimited,Blazing Vortex,BLVO-EN019
The Fabled Cerburrel,3,82888408,Common,M,Unlimited,Structure Deck: Realm of Light,SDLI-EN021
The Fabled Cerburrel,3,82888408,Common,M,Unlimited,Structure Deck: Sacred Beasts,SDSA-EN017
The Fabled Chawa,3,29905795,Common,M,Unlimited,Duel Terminal 4,DT04-EN016
The Fabled Ganashia,3,18282103,Common,M,Unlimited,Duel Terminal 4,DT04-EN019
The Fabled Kokkator,3,26704411,Common,M,Unlimited,Duel Terminal 4,DT04-EN072
The Fabled Nozoochee,3,55277252,Common,M,Unlimited,Duel Terminal 4,DT04-EN020
The Fabled Peggulsus,3,90616316,Common,M,Unlimited,Duel Terminal 4,DT04-EN071
The Fang of Critias,3,11082056,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA22
The Fiend Megacyber,3,66362965,Common,M,Unlimited,Demo Pack,DEM1-EN007
The Fiend Megacyber,3,66362965,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN029
The Fiend Megacyber,3,66362965,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN148
The First Monarch,3,8522996,Common,M,Unlimited,Structure Deck: Emperor of Darkness,SR01-EN035
The Flute of Summoning Dragon,3,43973174,Common,M,Unlimited,Speed Duel Decks: Duelists of Tomorrow,SS02-ENA10
The Flute of Summoning Dragon,3,43973174,Common,M,Unlimited,Starter Deck: Kaiba Evolution,SKE-031
The Flute of Summoning Dragon,3,43973174,Common,M,Unlimited,Duelist Pack: Battle City,DPBC-EN018
The Flute of Summoning Dragon,3,43973174,Common,M,Unlimited,Structure Deck: Seto Kaiba,SDKS-EN023
